project_name,date,edition,score,comment,category,year,month,scoreType
Система Охрана труда,2025-01-09 07:24:55,Охрана труда ,10,"Самое главное - вся система соответствует требованиям охрану труда на сегодняшний момент. Все очень просто, доступно. Вопросов по поиску нужной информации не возникает. Курирующий специалист сам активно выходит на связь и готов помочь всегда 24х7.",Другое,2025,1,promoter
Система Генеральный Директор,2025-01-09 07:27:51,ГенДир,7,"Система интересная, но слишком назойливый сервис, я бы никому не рекомендовал давать свои email адреса и телефоны в Актион!!!!",Сервис,2025,1,neutral
Система Кадры,2025-01-09 07:29:50,КСС ВИП,10,10,Другое,2025,1,promoter
Система Главбух,2025-01-09 07:36:55,БСС ВИП,10,10,Другое,2025,1,promoter
Система Госфинансы,2025-01-09 07:37:09,Госфинансы Плюс ,9,"Молодцы, но есть к чему стремится.",Другое,2025,1,promoter
Система Образование,2025-01-09 07:37:54,Образование мини,10,-,Другое,2025,1,promoter
Система Главная медсестра,2025-01-09 07:59:14,Главмедсестра ВИП ,10,Очень полезно в работе,Другое,2025,1,promoter
Система Госфинансы,2025-01-09 08:00:55,Госфинансы ВИП ,10,"Вся важная информация всегда поступает вовремя,можно получить консультацию очень быстро квалифицированных специалистов.Система работает без сбоев.",Другое,2025,1,promoter
Система Образование,2025-01-09 08:01:49,Образование ВИП,10,"Удобно, полезно и продуктивно.",Платформа/Удобство,2025,1,promoter
Система Охрана труда,2025-01-09 08:03:06,Охрана труда ВИП ,10,"Мне нравится этот сервис вот уже последние 5 лет. Даже в сравнении с другими платформами подача материала здесь выгодно отличается от всего остального. Возможно, это субъективное мнение, но я его излагаю каждый раз, когда рекомендую данный сервис коллегам. Спасибо!",Контент/Материалы,2025,1,promoter
